"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01001860","W01001860 - Riverside 6","1246","50% least deprived","1293","50% least deprived","1499","50% least deprived","1568","50% least deprived","1800","50% least deprived","1678","50% least deprived","145","10% most deprived","658","31%-50% most deprived","36","10% most deprived",
"W01001861","W01001861 - Riverside 7","1121","50% least deprived","1357","50% least deprived","1526","50% least deprived","1648","50% least deprived","1623","50% least deprived","1484","50% least deprived","108","10% most deprived","261","11%-20% most deprived","24","10% most deprived",
"W01001862","W01001862 - Riverside 8","327","11%-20% most deprived","521","21%-30% most deprived","765","31%-50% most deprived","414","21%-30% most deprived","598","31%-50% most deprived","430","21%-30% most deprived","9","10% most deprived","359","11%-20% most deprived","39","10% most deprived",
"W01001863","W01001863 - Rumney 1","829","31%-50% most deprived","789","31%-50% most deprived","994","50% least deprived","1194","50% least deprived","535","21%-30% most deprived","1746","50% least deprived","523","21%-30% most deprived","644","31%-50% most deprived","69","10% most deprived",
"W01001864","W01001864 - Rumney 2","1521","50% least deprived","1416","50% least deprived","1482","50% least deprived","1225","50% least deprived","1482","50% least deprived","1627","50% least deprived","920","31%-50% most deprived","870","31%-50% most deprived","464","21%-30% most deprived",
"W01001865","W01001865 - Rumney 3","1373","50% least deprived","1342","50% least deprived","1497","50% least deprived","1187","50% least deprived","1146","50% least deprived","1487","50% least deprived","1243","50% least deprived","587","31%-50% most deprived","166","10% most deprived",
"W01001866","W01001866 - Rumney 4","304","11%-20% most deprived","275","11%-20% most deprived","315","11%-20% most deprived","346","11%-20% most deprived","342","11%-20% most deprived","875","31%-50% most deprived","1152","50% least deprived","115","10% most deprived","335","11%-20% most deprived",
"W01001867","W01001867 - Rumney 5","103","10% most deprived","104","10% most deprived","361","11%-20% most deprived","51","10% most deprived","56","10% most deprived","656","31%-50% most deprived","668","31%-50% most deprived","183","10% most deprived","269","11%-20% most deprived",
"W01001868","W01001868 - Rumney 6","455","21%-30% most deprived","306","11%-20% most deprived","522","21%-30% most deprived","561","21%-30% most deprived","289","11%-20% most deprived","1468","50% least deprived","1168","50% least deprived","438","21%-30% most deprived","343","11%-20% most deprived",
"W01001869","W01001869 - Splott 1","416","21%-30% most deprived","530","21%-30% most deprived","753","31%-50% most deprived","161","10% most deprived","687","31%-50% most deprived","1276","50% least deprived","196","11%-20% most deprived","456","21%-30% most deprived","61","10% most deprived",
"W01001870","W01001870 - Splott 2","535","21%-30% most deprived","536","21%-30% most deprived","944","31%-50% most deprived","564","21%-30% most deprived","709","31%-50% most deprived","1489","50% least deprived","111","10% most deprived","195","11%-20% most deprived","147","10% most deprived",
"W01001871","W01001871 - Splott 3","54","10% most deprived","34","10% most deprived","147","10% most deprived","79","10% most deprived","118","10% most deprived","645","31%-50% most deprived","307","11%-20% most deprived","107","10% most deprived","23","10% most deprived",
"W01001872","W01001872 - Splott 4","335","11%-20% most deprived","293","11%-20% most deprived","536","21%-30% most deprived","472","21%-30% most deprived","714","31%-50% most deprived","1209","50% least deprived","37","10% most deprived","387","21%-30% most deprived","70","10% most deprived",
"W01001873","W01001873 - Splott 5","162","10% most deprived","132","10% most deprived","264","11%-20% most deprived","146","10% most deprived","443","21%-30% most deprived","845","31%-50% most deprived","104","10% most deprived","293","11%-20% most deprived","124","10% most deprived",
"W01001874","W01001874 - Splott 6","12","10% most deprived","24","10% most deprived","42","10% most deprived","24","10% most deprived","137","10% most deprived","360","11%-20% most deprived","124","10% most deprived","34","10% most deprived","127","10% most deprived",
"W01001875","W01001875 - Splott 7","498","21%-30% most deprived","464","21%-30% most deprived","751","31%-50% most deprived","631","31%-50% most deprived","379","11%-20% most deprived","825","31%-50% most deprived","1183","50% least deprived","179","10% most deprived","157","10% most deprived",
"W01001876","W01001876 - Splott 8","74","10% most deprived","70","10% most deprived","105","10% most deprived","124","10% most deprived","174","10% most deprived","581","31%-50% most deprived","159","10% most deprived","528","21%-30% most deprived","88","10% most deprived",
"W01001877","W01001877 - Trowbridge 1","1342","50% least deprived","1341","50% least deprived","1451","50% least deprived","1040","50% least deprived","928","31%-50% most deprived","1566","50% least deprived","1642","50% least deprived","1258","50% least deprived","86","10% most deprived",
"W01001878","W01001878 - Trowbridge 2","965","50% least deprived","742","31%-50% most deprived","985","50% least deprived","862","31%-50% most deprived","641","31%-50% most deprived","1672","50% least deprived","1598","50% least deprived","478","21%-30% most deprived","501","21%-30% most deprived",
"W01001879","W01001879 - Trowbridge 3","180","10% most deprived","163","10% most deprived","272","11%-20% most deprived","95","10% most deprived","205","11%-20% most deprived","1190","50% least deprived","1445","50% least deprived","52","10% most deprived","308","11%-20% most deprived",
"W01001880","W01001880 - Trowbridge 4","61","10% most deprived","33","10% most deprived","175","10% most deprived","28","10% most deprived","52","10% most deprived","566","21%-30% most deprived","1390","50% least deprived","618","31%-50% most deprived","163","10% most deprived",
"W01001881","W01001881 - Trowbridge 5","165","10% most deprived","107","10% most deprived","187","10% most deprived","160","10% most deprived","287","11%-20% most deprived","607","31%-50% most deprived","1342","50% least deprived","177","10% most deprived","397","21%-30% most deprived",
"W01001882","W01001882 - Trowbridge 6","1232","50% least deprived","1109","50% least deprived","1342","50% least deprived","1117","50% least deprived","921","31%-50% most deprived","1729","50% least deprived","1766","50% least deprived","1004","50% least deprived","43","10% most deprived",
"W01001883","W01001883 - Trowbridge 7","126","10% most deprived","128","10% most deprived","167","10% most deprived","260","11%-20% most deprived","83","10% most deprived","682","31%-50% most deprived","427","21%-30% most deprived","217","11%-20% most deprived","316","11%-20% most deprived",
"W01001884","W01001884 - Trowbridge 8","13","10% most deprived","4","10% most deprived","59","10% most deprived","8","10% most deprived","30","10% most deprived","361","11%-20% most deprived","1682","50% least deprived","132","10% most deprived","577","31%-50% most deprived",
"W01001885","W01001885 - Trowbridge 9","402","21%-30% most deprived","314","11%-20% most deprived","711","31%-50% most deprived","591","31%-50% most deprived","462","21%-30% most deprived","325","11%-20% most deprived","1235","50% least deprived","264","11%-20% most deprived","50","10% most deprived",
"W01001886","W01001886 - Trowbridge 10","97","10% most deprived","110","10% most deprived","155","10% most deprived","101","10% most deprived","95","10% most deprived","501","21%-30% most deprived","1128","50% least deprived","254","11%-20% most deprived","172","10% most deprived",
"W01001887","W01001887 - Whitchurch and Tongwynlais 1","1864","50% least deprived","1896","50% least deprived","1889","50% least deprived","1878","50% least deprived","1906","50% least deprived","1887","50% least deprived","1462","50% least deprived","1181","50% least deprived","519","21%-30% most deprived",
"W01001888","W01001888 - Whitchurch and Tongwynlais 2","1483","50% least deprived","1149","50% least deprived","1323","50% least deprived","1491","50% least deprived","1584","50% least deprived","1068","50% least deprived","1617","50% least deprived","1145","50% least deprived","444","21%-30% most deprived",
"W01001889","W01001889 - Whitchurch and Tongwynlais 3","1323","50% least deprived","1172","50% least deprived","917","31%-50% most deprived","1323","50% least deprived","1683","50% least deprived","1491","50% least deprived","1227","50% least deprived","855","31%-50% most deprived","223","11%-20% most deprived",
"W01001890","W01001890 - Whitchurch and Tongwynlais 4","1681","50% least deprived","1785","50% least deprived","1656","50% least deprived","1512","50% least deprived","1561","50% least deprived","1356","50% least deprived","1389","50% least deprived","1455","50% least deprived","300","11%-20% most deprived",
"W01001891","W01001891 - Whitchurch and Tongwynlais 5","1322","50% least deprived","1027","50% least deprived","1023","50% least deprived","1238","50% least deprived","1510","50% least deprived","1509","50% least deprived","1233","50% least deprived","960","50% least deprived","358","11%-20% most deprived",
"W01001892","W01001892 - Whitchurch and Tongwynlais 6","1771","50% least deprived","1890","50% least deprived","1840","50% least deprived","1791","50% least deprived","1846","50% least deprived","1343","50% least deprived","1363","50% least deprived","1622","50% least deprived","274","11%-20% most deprived",
"W01001893","W01001893 - Whitchurch and Tongwynlais 7","1265","50% least deprived","987","50% least deprived","1159","50% least deprived","1234","50% least deprived","1154","50% least deprived","1299","50% least deprived","1041","50% least deprived","836","31%-50% most deprived","447","21%-30% most deprived",
"W01001894","W01001894 - Whitchurch and Tongwynlais 8","1732","50% least deprived","1770","50% least deprived","1680","50% least deprived","1603","50% least deprived","1688","50% least deprived","1559","50% least deprived","1418","50% least deprived","1623","50% least deprived","277","11%-20% most deprived",
